PMID,Split,Number of Annotators,Aggregate,Has Human Subjects,Has Target Disease,Cohort Study or Clinical Trial,Has Quantitative Outcome Measure,Has Study Drug(s),Has Population Size,Has Comparator Group
10971778,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17159458,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12468576,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11227387,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
12870055,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25880836,Train,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25440999,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2939219,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29596646,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24337364,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15274676,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26825932,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
19950090,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15899079,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19110505,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
11060527,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
18466416,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22548767,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
32847923,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
11134196,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17009078,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3767347,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
32173269,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
9522144,Validation,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8357297,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
31236790,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17178181,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10450615,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
29027197,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2090833,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
11548448,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18763589,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2948430,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
10500060,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10984808,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
29030659,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12659988,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15522468,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
27806639,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30279015,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23018469,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17762711,Train,3,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0
18593517,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9690573,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32130737,Validation,3,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
23176189,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
12621161,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8105910,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
12772798,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0
27863333,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0
19737812,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9058634,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
26580072,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
788738,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
27210618,Train,3,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0
12606523,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10706046,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29476697,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0
14962237,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0
14715336,Test,3,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0
11347860,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
19933994,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
19632166,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
24090628,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26857146,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17288692,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15860022,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
29721712,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23165696,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
16213265,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2809682,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15163440,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
22265151,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7628284,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20339536,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8010509,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1777653,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10821991,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
10636577,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0
27967294,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
19100901,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
6993447,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
17499602,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0
19996015,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22198820,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12912816,Train,3,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
9411410,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9868115,Test,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
20135063,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
9539597,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11240946,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18198244,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10506395,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23377403,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
7138751,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24446536,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
26635328,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
8789310,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24357838,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0
7742224,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1593361,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
22267183,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
7698624,Test,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
34114659,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0
18430300,Train,3,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0
24947719,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2198308,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
24776622,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8038351,Test,3,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0
19402219,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11110349,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
26056020,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2196623,Train,3,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0
33713192,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1839434,Test,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
11836798,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
24434886,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11349839,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
7040497,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
8517172,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
30383607,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2551805,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
23594617,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8650428,Test,3,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15326072,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12538743,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18794724,Train,3,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0
23787795,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10521998,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26429836,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
24936092,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16225499,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30389130,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16597499,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
26857424,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2378574,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19195912,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11806983,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1994532,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11446835,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15932725,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2549580,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9395279,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
9284849,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
11809183,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33162063,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17324745,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7484829,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12906976,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24009042,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
7852749,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15070633,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35034692,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
26520013,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34097758,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22859525,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34174365,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9110907,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7543069,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1883123,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10626462,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
9711053,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27941393,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18788689,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14563238,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
32641470,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
29128692,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16737147,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12511152,Train,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17516127,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
10806662,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3888969,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
7662221,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15262833,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15921795,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
10634827,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12801033,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22472359,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18401285,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7960688,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9324011,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12150648,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
26067725,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
7726309,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
15034285,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29620701,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8349327,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
20836617,Train,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29913261,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
33528116,Train,3,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0
15456955,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17009265,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12195132,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2243877,Train,3,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0
16553538,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
21995339,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
28391912,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26708640,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2005078,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
12641517,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27610609,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1761331,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
29212311,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
24384030,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8040490,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
22244574,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
12238622,Train,3,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
21813592,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
19996754,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
24035645,Train,3,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0
8598236,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
373393,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
12877449,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11488317,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
11318774,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2654045,Train,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
34167407,Validation,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
18972269,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9758088,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
16505126,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
27357024,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10075058,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7867381,Train,3,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3541320,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
9972586,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
16098392,Train,3,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0
22103958,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35883066,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
22955351,Train,3,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0
12725603,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
12640185,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0
8612115,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
20021539,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21350303,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
27641263,Train,3,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0
22734071,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19577224,Train,3,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0
12814852,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12560762,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30304103,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33243802,Train,3,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0
11605121,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20108200,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
21940824,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21292644,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11402629,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
23597958,Validation,3,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
26672898,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29754646,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11838624,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
24010587,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31778146,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16476149,Train,3,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1487553,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26279153,Train,3,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0
23588559,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30978536,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15715811,Train,3,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0
8667090,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23952746,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32612180,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21255198,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
15682244,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27084855,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
10856473,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
8313865,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1490690,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
29953682,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15362794,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9562008,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26369402,Train,3,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0
9192541,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
21926484,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2466548,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
24415271,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32780949,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15848527,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25492236,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30858694,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12204802,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28984175,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25877676,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8190529,Train,3,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0
22288788,Train,3,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0
27504927,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1450701,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6449095,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15697327,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31571146,Train,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9644751,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11031221,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26066336,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
29149146,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
12628862,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
28716519,Test,3,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0
26414695,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
21289246,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8016791,Validation,3,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0
33648379,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8820427,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
27632140,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
27471203,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
810767,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
7034473,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8120157,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
16227702,Train,3,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0
28478753,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
15838561,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2671279,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15747120,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
15151614,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29126212,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6380905,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28002188,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2932137,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
7531837,Test,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
34592164,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34180161,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8734108,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23744611,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29336432,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9068464,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29661588,Validation,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
26826703,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19393839,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
6892984,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
8515294,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
6547072,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27432356,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34563718,Test,3,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0
9347598,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16353787,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26320293,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
35342997,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
329977,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
28041583,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
33084880,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
10705625,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25743937,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
31647157,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
9641002,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
26663688,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2540786,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19282423,Test,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
28251321,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0
10827391,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11130216,Test,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
29659205,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6143666,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28758284,Test,3,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0
31969307,Test,3,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0
33888386,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8001304,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9351634,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26574625,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
